Title,listing_url,service_level,accom_type,max_guest,no_bedroom,no_bed,no_bathroom,_3c0zz14,_3c0zz15,_3c0zz16,_3c0zz17,rating,no_review,price,_tt122m
Romantic Vibes In A Stylish & Tranquil Ubud Villa,https://www.airbnb.com/rooms/16803553?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=ca32c409-9429-45fd-8228-6302fb586029,SUPERHOST,Entire villa in Ubud,2 guests,1 bedroom,1 bed,1 bath,Pool,Wifi,Air conditioning,,4.75,(150 reviews),$132,$345 total
Vinarri,https://www.airbnb.com/rooms/24357507?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=ca32c409-9429-45fd-8228-6302fb586029,SUPERHOST,Entire villa in Ubud,4 guests,2 bedrooms,2 beds,2 baths,Pool,Wifi,Air conditioning,Kitchen,4.90,(124 reviews),$91,$399 total
Tranquil Paradise Villa with Pool and Attentive Staff,https://www.airbnb.com/rooms/plus/6095870?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=ca32c409-9429-45fd-8228-6302fb586029,PLUS,Entire villa in Ubud,7 guests,3 bedrooms,3 beds,3 baths,Pool,Wifi,Air conditioning,Kitchen,4.84,(316 reviews),$149,$744 total
70% OFF| Ipian Cinta Sweet Staycation in Ubud,https://www.airbnb.com/rooms/47501977?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=b5733c77-69a0-4d04-9e0a-8d05cfc4c34d,SUPERHOST,Hut in Kecamatan Ubud,2 guests,1 bedroom,1 bed,1 bath,Wifi,,,,5.0,(7 reviews),$36,$182 total
"VILLA ADYASHANTI~ private, peaceful sanctuary",https://www.airbnb.com/rooms/14077283?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=b5733c77-69a0-4d04-9e0a-8d05cfc4c34d,,Entire villa in Ubud,6 guests,3 bedrooms,3 beds,3.5 baths,Pool,Wifi,Kitchen,,4.83,(131 reviews),$172,$890 total
Amazing Luxury Private Villa with Stunning Views,https://www.airbnb.com/rooms/41649307?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=b5733c77-69a0-4d04-9e0a-8d05cfc4c34d,SUPERHOST,Entire villa in Ubud,4 guests,2 bedrooms,2 beds,2.5 baths,Pool,Wifi,Air conditioning,Kitchen,,,$195,$977 total
Hidden Paradise for a Couple and honeymooner,https://www.airbnb.com/rooms/3052018?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=b5733c77-69a0-4d04-9e0a-8d05cfc4c34d,SUPERHOST,Entire villa in Ubud,2 guests,1 bedroom,0 beds,2 baths,Pool,Wifi,Air conditioning,Kitchen,4.85,(27 reviews),$206,$293 total
Cozy 2Br Balinese Family Villa with Private Pool,https://www.airbnb.com/rooms/4937432?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=b5733c77-69a0-4d04-9e0a-8d05cfc4c34d,SUPERHOST,Entire villa in Ubud,4 guests,2 bedrooms,2 beds,2 baths,Pool,Wifi,Air conditioning,Kitchen,4.91,(180 reviews),$127,$637 total
"Romantic Jungle Villa, 1 BR, Ubud w/ staff",https://www.airbnb.com/rooms/33598321?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=b5733c77-69a0-4d04-9e0a-8d05cfc4c34d,,Entire villa in Ubud,3 guests,1 bedroom,2 beds,1 bath,Pool,Wifi,Air conditioning,Kitchen,4.90,(60 reviews),$273,"$1,394 total"
Watch Sunsets from the Plunge Pool at a Dreamy Escape,https://www.airbnb.com/rooms/plus/5242905?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=b5733c77-69a0-4d04-9e0a-8d05cfc4c34d,PLUS,Entire villa in Ubud,4 guests,1 bedroom,1 bed,1 bath,Pool,Wifi,Air conditioning,Kitchen,4.79,(213 reviews),$202,"$1,045 total"
Zen Gateway with pool and garden 2,https://www.airbnb.com/rooms/15000021?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=b5733c77-69a0-4d04-9e0a-8d05cfc4c34d,SUPERHOST,Entire bungalow in Ubud,2 guests,1 bedroom,1 bed,1.5 baths,Pool,Wifi,Air conditioning,Kitchen,4.93,(132 reviews),$58,$292 total
Bamboo eco cottage in rice fields,https://www.airbnb.com/rooms/744971?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=b5733c77-69a0-4d04-9e0a-8d05cfc4c34d,SUPERHOST,Hut in Ubud,4 guests,1 bedroom,2 beds,1 bath,Pool,Wifi,,,4.65,(582 reviews),$83,$417 total
★★RIVER VIEW★★ Large Room In Artist Residency,https://www.airbnb.com/rooms/14284072?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=b5733c77-69a0-4d04-9e0a-8d05cfc4c34d,,Private room in Ubud,2 guests,1 bedroom,1 bed,1 private bath,Wifi,Air conditioning,,,4.64,(174 reviews),$50,$276 total
Magical modern bamboo treehouse,https://www.airbnb.com/rooms/2518221?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=b5733c77-69a0-4d04-9e0a-8d05cfc4c34d,SUPERHOST,Private room in Ubud,4 guests,1 bedroom,2 beds,1.5 baths,Pool,Wifi,,,4.62,(421 reviews),$60,$302 total
#9 Wooden Villa in the middle of rice field,https://www.airbnb.com/rooms/23457739?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=b5733c77-69a0-4d04-9e0a-8d05cfc4c34d,SUPERHOST,Entire cottage in Kabupaten Gianyar,2 guests,1 bedroom,1 bed,1 bath,Pool,Wifi,Air conditioning,,5.0,(4 reviews),$72,$361 total
Govala Luxuries Villa with shared pool,https://www.airbnb.com/rooms/51052165?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=b5733c77-69a0-4d04-9e0a-8d05cfc4c34d,,Private room in Kecamatan Ubud,2 guests,1 bedroom,1 private bath,,Pool,Wifi,Air conditioning,,,,$24,$122 total
Serenity Ubud Private Villa #2 + Pool,https://www.airbnb.com/rooms/15847174?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=b5733c77-69a0-4d04-9e0a-8d05cfc4c34d,,Entire villa in Ubud,4 guests,2 bedrooms,2 beds,2 baths,Pool,Wifi,Air conditioning,Kitchen,4.69,(36 reviews),$40,$200 total
2 bedrooms luxury villa in Ubud,https://www.airbnb.com/rooms/34658499?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=b5733c77-69a0-4d04-9e0a-8d05cfc4c34d,SUPERHOST,Entire villa in Ubud,4 guests,2 bedrooms,2 beds,2.5 baths,Pool,Wifi,Air conditioning,Kitchen,4.79,(43 reviews),$224,"$1,121 total"
Made Punia's Jungle ( Jungle View Villa ),https://www.airbnb.com/rooms/39070334?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=b5733c77-69a0-4d04-9e0a-8d05cfc4c34d,,Entire villa in Kecamatan Tegallalang,2 guests,1 bedroom,1 bed,1 bath,Pool,Wifi,Kitchen,,4.20,(5 reviews),$68,$353 total
Promo! Brand New Modern 4 Bedroom Villa with Pool,https://www.airbnb.com/rooms/50335451?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=b5733c77-69a0-4d04-9e0a-8d05cfc4c34d,,Entire villa in Kecamatan Ubud,10 guests,4 bedrooms,6 beds,4 baths,Pool,Wifi,Air conditioning,Kitchen,4.88,(16 reviews),$531,"$2,657 total"
VILLA KUBU AGUNG #4 - NICE & COZY 1 BR APARTMENT,https://www.airbnb.com/rooms/44467891?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=b5733c77-69a0-4d04-9e0a-8d05cfc4c34d,,Entire serviced apartment in Tampaksiring,2 guests,1 bedroom,0 beds,1 bath,Pool,Wifi,Air conditioning,Kitchen,5.0,(3 reviews),$24,$128 total
A Romantic Honeymoon Villa with Private Pool #104,https://www.airbnb.com/rooms/23477818?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=b5733c77-69a0-4d04-9e0a-8d05cfc4c34d,SUPERHOST,Entire villa in Ubud,2 guests,1 bedroom,1 bed,1 bath,Pool,Wifi,Air conditioning,Kitchen,5.0,(8 reviews),$155,$777 total
1BR Traditional style #3 at Ketut's Place B&B Ubud,https://www.airbnb.com/rooms/43463054?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=b5733c77-69a0-4d04-9e0a-8d05cfc4c34d,SUPERHOST,Private room in Kecamatan Ubud,3 guests,1 bedroom,2 beds,1 shared bath,Pool,Wifi,Air conditioning,,,,$16,$80 total
Antique Joglo Villa at Ari Cottages Ubud,https://www.airbnb.com/rooms/52175273?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=d9d64359-3933-4e11-bd0d-42b79eef4a8d,,Private room in Kecamatan Ubud,2 guests,1 bedroom,1 bed,1 bath,Pool,Wifi,Air conditioning,,,,$40,$200 total
Magnificent One Bedroom Taluh Bebek Pool Villa,https://www.airbnb.com/rooms/30939885?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=d9d64359-3933-4e11-bd0d-42b79eef4a8d,,Entire villa in Payangan,2 guests,1 bedroom,1 bed,1 bath,Pool,Wifi,Air conditioning,,4.96,(25 reviews),$96,$438 total
Luxury Villa with Private Jacuzzi in Ubud,https://www.airbnb.com/rooms/52174797?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=d9d64359-3933-4e11-bd0d-42b79eef4a8d,,Room in boutique hotel in Kecamatan Ubud,2 guests,1 bedroom,1 bed,1 bath,Pool,Wifi,Air conditioning,,,,$80,$401 total
2bedroom pool villa perfect for family!,https://www.airbnb.com/rooms/12816390?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=d9d64359-3933-4e11-bd0d-42b79eef4a8d,SUPERHOST,Entire residential home in Ubud,4 guests,2 bedrooms,2 beds,2 baths,Pool,Wifi,Air conditioning,Kitchen,4.91,(32 reviews),$43,$216 total
1BR private villa with private exotic pool,https://www.airbnb.com/rooms/7081918?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=d9d64359-3933-4e11-bd0d-42b79eef4a8d,SUPERHOST,Entire villa in Ubud,2 guests,1 bedroom,0 beds,1.5 baths,Pool,Wifi,Air conditioning,Kitchen,4.85,(183 reviews),$204,"$1,021 total"
"Great for Families & Friends, 3 BDR Private Villa",https://www.airbnb.com/rooms/40995181?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=d9d64359-3933-4e11-bd0d-42b79eef4a8d,SUPERHOST,Private room in Ubud,6 guests,3 bedrooms,0 beds,3 baths,Pool,Wifi,Air conditioning,Kitchen,4.93,(14 reviews),$206,"$1,067 total"
Rumah Big Big! Perfect retreat for your Ubud stay,https://www.airbnb.com/rooms/44237024?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=d9d64359-3933-4e11-bd0d-42b79eef4a8d,,Entire villa in Kecamatan Ubud,2 guests,1 bedroom,1 bed,1 bath,Pool,Wifi,Air conditioning,Kitchen,5.0,(4 reviews),$34,$171 total
"J4 Private Villa ,  Ubud, 2bedrooms,Pool,Wifi",https://www.airbnb.com/rooms/47432142?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=d9d64359-3933-4e11-bd0d-42b79eef4a8d,,Entire villa in Kecamatan Tegallalang,4 guests,2 bedrooms,2 beds,1 bath,Pool,Wifi,Air conditioning,,,,$32,$160 total
Puri Anyar Heritage - Indra Room,https://www.airbnb.com/rooms/34726718?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=d9d64359-3933-4e11-bd0d-42b79eef4a8d,,Private room in Kecamatan Ubud,2 guests,1 bedroom,1 bed,1 private bath,Wifi,Air conditioning,,,4.19,(16 reviews),$36,$180 total
Paradise River side Bungalow 2,https://www.airbnb.com/rooms/47837699?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=d9d64359-3933-4e11-bd0d-42b79eef4a8d,,Room in boutique hotel in Kecamatan Ubud,2 guests,1 bedroom,1 bed,Kitchen,Pool,Wifi,Air conditioning,Kitchen,5.0,(3 reviews),$17,$86 total
TUNTUN GUEST HOUSE,https://www.airbnb.com/rooms/48814428?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=d9d64359-3933-4e11-bd0d-42b79eef4a8d,,Private room in Kecamatan Tegallalang,2 guests,1 bedroom,1 bed,1.5 shared baths,Wifi,Air conditioning,,,,,$16,$80 total
"Peaceful Villa ""Jasmine"" in Ubud South w breakfast",https://www.airbnb.com/rooms/42492001?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=d9d64359-3933-4e11-bd0d-42b79eef4a8d,,Entire villa in Kecamatan Ubud,4 guests,2 bedrooms,3 beds,1 bath,Pool,Wifi,Kitchen,,,,$38,$201 total
"Villa Nadila, Nang Locong Ubud",https://www.airbnb.com/rooms/34184395?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=d9d64359-3933-4e11-bd0d-42b79eef4a8d,SUPERHOST,Entire villa in Ubud,2 guests,1 bedroom,1 bed,1 bath,Pool,Wifi,Air conditioning,Kitchen,4.91,(43 reviews),$80,$401 total
"""Shocking Promo 2 Bedroom Private Villa - 70% OFF""",https://www.airbnb.com/rooms/46857417?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=d9d64359-3933-4e11-bd0d-42b79eef4a8d,,Entire villa in Kecamatan Ubud,4 guests,2 bedrooms,3 beds,2 baths,Wifi,Air conditioning,Kitchen,,,,$118,$588 total
2 BR Romantic Private Wooden Villa With Pool,https://www.airbnb.com/rooms/47848818?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=d9d64359-3933-4e11-bd0d-42b79eef4a8d,,Entire villa in Kecamatan Ubud,4 guests,2 bedrooms,2 beds,2 baths,Pool,Wifi,Air conditioning,Kitchen,,,$60,$300 total
Secluded Jungle Getaway,https://www.airbnb.com/rooms/45791861?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=d9d64359-3933-4e11-bd0d-42b79eef4a8d,SUPERHOST,Entire villa in Kecamatan Ubud,2 guests,1 bedroom,1 bed,1.5 baths,Pool,Wifi,Air conditioning,Kitchen,5.0,(3 reviews),$480,"$2,401 total"
Promo! New 6 Bdr Pool Villa w/ GYM and Jungle View,https://www.airbnb.com/rooms/50332733?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=d9d64359-3933-4e11-bd0d-42b79eef4a8d,,Entire villa in Kecamatan Ubud,14 guests,6 bedrooms,9 beds,6 baths,Pool,Wifi,Air conditioning,Kitchen,4.92,(12 reviews),$768,"$3,839 total"
balimas house a private room in ubud (YUDHISTIRA),https://www.airbnb.com/rooms/30795163?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=d9d64359-3933-4e11-bd0d-42b79eef4a8d,SUPERHOST,Private room in Ubud,2 guests,1 bedroom,1 bed,1.5 baths,Pool,Wifi,Air conditioning,Kitchen,5.0,(9 reviews),$11,$57 total
Romantic Private Unit with Pool and Organic Garden,https://www.airbnb.com/rooms/38554559?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=d9d64359-3933-4e11-bd0d-42b79eef4a8d,,Entire residential home in Kecamatan Ubud,2 guests,1 bedroom,1 bed,1 bath,Pool,Wifi,Air conditioning,Kitchen,4.77,(44 reviews),$58,$291 total
pondok Wira,https://www.airbnb.com/rooms/31242919?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=d9d64359-3933-4e11-bd0d-42b79eef4a8d,SUPERHOST,Entire villa in Ubud,2 guests,1 bedroom,1 bed,1 bath,Pool,Wifi,Air conditioning,Kitchen,4.65,(26 reviews),$30,$148 total
NEW! 1BR Villa with Tropical Garden in Ubud,https://www.airbnb.com/rooms/51657318?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=101346de-2836-42e8-af99-c495abe0d130,,Resort room in Kecamatan Sukawati,2 guests,1 bedroom,0 beds,1 private bath,Wifi,Air conditioning,,,,,$48,$240 total
Architect Designed Studios/Camellia 2,https://www.airbnb.com/rooms/14983747?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=101346de-2836-42e8-af99-c495abe0d130,SUPERHOST,Entire rental unit in Ubud,2 guests,1 bedroom,1 bed,1 bath,Pool,Wifi,Kitchen,,4.80,(161 reviews),$36,$186 total
Suite place in Ubud,https://www.airbnb.com/rooms/40808551?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=101346de-2836-42e8-af99-c495abe0d130,,Hotel room in Ubud Bali,2 guests,1 bedroom,1 bed,1 private bath,Pool,Wifi,Air conditioning,,,,$23,$115 total
Ubud Room's B&B Uniqueness in simplicity,https://www.airbnb.com/rooms/9272481?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=101346de-2836-42e8-af99-c495abe0d130,,Private room in Ubud,2 guests,1 bedroom,1 bed,5.5 baths,Wifi,Air conditioning,Kitchen,,4.89,(218 reviews),$13,$65 total
Ceylon Villas 5 - NEW 2BR Villa! 5 mins to Ubud 🌴,https://www.airbnb.com/rooms/34792568?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=101346de-2836-42e8-af99-c495abe0d130,SUPERHOST,Entire villa in Ubud,4 guests,2 bedrooms,2 beds,2 baths,Pool,Wifi,Air conditioning,Kitchen,4.94,(49 reviews),$200,"$1,011 total"
❣️Hideout Staycation Villa-Budget Friendly-mokshaA,https://www.airbnb.com/rooms/7799171?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=101346de-2836-42e8-af99-c495abe0d130,SUPERHOST,Hotel room in Ubud,2 guests,1 bedroom,1 bed,1 bath,Pool,Wifi,Air conditioning,,4.82,(256 reviews),$35,$150 total
One Bedroom with Private Pool & Kitchen,https://www.airbnb.com/rooms/46664015?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=101346de-2836-42e8-af99-c495abe0d130,SUPERHOST,Entire villa in Kecamatan Ubud,2 guests,1 bedroom,1 bed,1.5 baths,Pool,Wifi,Air conditioning,Kitchen,,,$176,$880 total
One-Bedroom Luxe Villa in the middle of the fields,https://www.airbnb.com/rooms/44465770?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=101346de-2836-42e8-af99-c495abe0d130,SUPERHOST,Entire villa in Kecamatan Ubud,3 guests,1 bedroom,1 bed,2 baths,Pool,Wifi,Air conditioning,Kitchen,5.0,(4 reviews),$168,$842 total
"Brand new, Peaceful, Entire villa, Pool, Views!",https://www.airbnb.com/rooms/43822948?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=101346de-2836-42e8-af99-c495abe0d130,SUPERHOST,Entire villa in Kecamatan Ubud,2 guests,2 bedrooms,2 beds,2 baths,Pool,Wifi,Air conditioning,Kitchen,5.0,(4 reviews),$132,$678 total
Ubud 2BR villa with Ricefield view (shaka's house),https://www.airbnb.com/rooms/46786366?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=101346de-2836-42e8-af99-c495abe0d130,SUPERHOST,Entire villa in Kecamatan Ubud,4 guests,2 bedrooms,2 beds,2 baths,Pool,Wifi,Air conditioning,Kitchen,5.0,(9 reviews),$96,$480 total
Keraman Luxuries  Villa Ubud,https://www.airbnb.com/rooms/42302208?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=101346de-2836-42e8-af99-c495abe0d130,,Private room in Kecamatan Ubud,2 guests,1 bedroom,1 bed,1 private bath,Pool,Wifi,Air conditioning,,3.71,(7 reviews),$38,$120 total
Ubud Scenic Breezy Rice field villa private pool,https://www.airbnb.com/rooms/20820618?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=101346de-2836-42e8-af99-c495abe0d130,SUPERHOST,Entire villa in Ubud,3 guests,1 bedroom,1 bed,1 bath,Pool,Wifi,Air conditioning,Kitchen,4.70,(57 reviews),$50,$252 total
🌴 NEW! 3 bdr UNIQUE VILLA with NATURE view! 💚,https://www.airbnb.com/rooms/48474371?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=101346de-2836-42e8-af99-c495abe0d130,,Entire villa in Kecamatan Ubud,8 guests,3 bedrooms,3 beds,3 baths,Pool,Wifi,Air conditioning,Kitchen,4.86,(22 reviews),$413,"$2,067 total"
GrahaSandat Luxurious Private PoolVilla UbudCenter,https://www.airbnb.com/rooms/23617052?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=101346de-2836-42e8-af99-c495abe0d130,SUPERHOST,Private room in Ubud,2 guests,1 bedroom,1 bed,1 private bath,Pool,Wifi,Air conditioning,Kitchen,4.71,(111 reviews),$56,$282 total
The Rice Joglo Ravine Suite,https://www.airbnb.com/rooms/16005054?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=101346de-2836-42e8-af99-c495abe0d130,,Hotel room in Ubud,6 guests,2 bedrooms,2 beds,1 bath,Pool,Wifi,Kitchen,,4.89,(80 reviews),$151,$754 total
1BR Royal Villa #1 at Ketut's Place Villas Ubud,https://www.airbnb.com/rooms/29221307?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=101346de-2836-42e8-af99-c495abe0d130,SUPERHOST,Hotel room in Ubud,2 guests,1 bedroom,1 bed,1 private bath,Pool,Wifi,Air conditioning,,,,$56,$280 total
Stunning One bedroom Villa near YogaBarn,https://www.airbnb.com/rooms/8836331?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=101346de-2836-42e8-af99-c495abe0d130,SUPERHOST,Entire villa in Ubud,2 guests,1 bedroom,1 bed,1 bath,Pool,Wifi,Air conditioning,Kitchen,4.78,(169 reviews),$29,$143 total
B.Saya One-bedroom Rijasa Rice Field View #Ubud,https://www.airbnb.com/rooms/23153573?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=101346de-2836-42e8-af99-c495abe0d130,,Private room in Ubud,2 guests,1 bedroom,1 bed,1 private bath,Pool,Wifi,Air conditioning,,4.86,(104 reviews),$167,$668 total
Valley Villa with Private Pool @ Amora Ubud2,https://www.airbnb.com/rooms/46552508?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=101346de-2836-42e8-af99-c495abe0d130,SUPERHOST,Room in boutique hotel in Kecamatan Ubud,2 guests,1 bedroom,1 bed,1.5 baths,Pool,Wifi,Air conditioning,,5.0,(5 reviews),$200,"$1,001 total"
Brand New! Stylish 3 Bdr Villa w/ Pool and Jungle View in Ubud,https://www.airbnb.com/rooms/51491826?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=101346de-2836-42e8-af99-c495abe0d130,,Entire villa in Ubud,8 guests,3 bedrooms,3 beds,3 baths,Pool,Wifi,Air conditioning,Kitchen,5.0,(4 reviews),$413,"$2,067 total"
"Ki Ma Ya Retreat ,Zen Sanctuary",https://www.airbnb.com/rooms/22000658?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=9d1506e1-768d-46e8-909e-fd7cbd41e330,SUPERHOST,Entire villa in Ubud,4 guests,2 bedrooms,2 beds,2.5 baths,Pool,Wifi,Air conditioning,Kitchen,5.0,(15 reviews),$342,"$1,712 total"
Jiwa's House 02,https://www.airbnb.com/rooms/14055993?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=9d1506e1-768d-46e8-909e-fd7cbd41e330,SUPERHOST,Hotel room in Ubud,2 guests,1 bedroom,1 bed,1 bath,Pool,Wifi,Air conditioning,,4.97,(38 reviews),$15,$60 total
TERRACE KIRI | 1 Bedroom Villa,https://www.airbnb.com/rooms/50037819?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=9d1506e1-768d-46e8-909e-fd7cbd41e330,,Entire villa in Kecamatan Ubud,2 guests,1 bedroom,1 bed,1 bath,Pool,Wifi,Air conditioning,Kitchen,,,$35,$205 total
Ahimsa House ☯ Yoga lovers' paradise,https://www.airbnb.com/rooms/27845936?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=9d1506e1-768d-46e8-909e-fd7cbd41e330,,Entire residential home in Ubud,2 guests,1 bedroom,1 bed,1 bath,Wifi,Air conditioning,Kitchen,,4.89,(18 reviews),$22,$112 total
-70% New! 5 BR Villa Ricefields View w/ Yoga Shala,https://www.airbnb.com/rooms/48873584?adults=2&check_in=2021-12-28&check_out=2022-01-02&previous_page_section_name=1000&translate_ugc=false&federated_search_id=9d1506e1-768d-46e8-909e-fd7cbd41e330,,Entire villa in Kecamatan Tegallalang,12 guests,5 bedrooms,5 beds,5 baths,Pool,Wifi,Air conditioning,Kitchen,4.96,(25 reviews),$650,"$3,248 total"
